"location_name","city","reviewer_name","review_date","star_rating","review_text","owner_response","review_url"
"Los Tres Amigos Holt","Holt","Ben Torok","2026-01-30","5","Marvin was great","Thank you for taking the time to share your experience, Ben. We're glad to hear Marvin was able to make your visit enjoyable. Fast and friendly service is what we aim for, so we appreciate your acknowledgment. We look forward to serving you again in the future.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT20xMlUwNWtNRjlLZUc1Q1VWQjZlRGsxVW1FMFMxRRAB"
"Los Tres Amigos Holt","Holt","Dani Vitale (MorellaJean)","2026-01-30","5","","Thank you, Dani, for taking the time to leave a review. We're delighted to know you enjoyed your time with us. Making your experience enjoyable is what we always aim for. We truly appreciate your feedback. Looking forward to serving you again soon.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2pJNFFpMTVWek5KWjJOa1YyYzNjWFp5Y0dnemNVRRAB"
"Los Tres Amigos Lansing","Lansing","Cecilia Macias","2026-01-30","5","","Thank you, Cecilia. We're beyond happy to hear about your positive experience at our restaurant. Your support means a lot to us and motivates our dedicated team to continue creating delightful dishes. We look forward to your next visit.",""
"Los Tres Amigos Lansing","Lansing","Camila Monsalve Avendaño","2026-01-30","5","Vania was a fantastic server. She asked if we were ready and checked on us multiple times if we needed anything else.","Thank you for your positive feedback, Camila. We're glad to hear you enjoyed your dining experience with us, particularly the attentive service provided by Vania. Rest assured, we will pass on your lovely feedback to her. We look forward to serving you again soon.",""
"Los Tres Amigos Lansing","Lansing","Adam Castleberry","2026-01-30","5","O.M.G. Not only is the staff super nice but the food is amazing!! We came for the first time a couple of weeks ago and we just had to come back! And we will keep coming back!","Thank you, Adam, for the positive feedback! We're delighted to hear you enjoyed not only the food but also the interaction with our staff. Reading your review was an absolute pleasure. Your continued patronage is greatly appreciated. We look forward to serving you another amazing meal soon!",""
"Los Tres Amigos Lansing","Lansing","Kski","2026-01-30","5","So I’ve been in west Lansing for 10+ years. LOS TRES AMIGOS IS BACK BABY!  They have an updated menu, a great happy hour and let’s not forget the attentive servers. I got out of work on Friday and decided to stop by. You need to try the queso fundido with corn tortillas (appetizer) and the quesa birra tacos. (To die for) I would recommend this to anyone that lives here or is just visiting. You won’t regret it.","Hello Kski, thank you for the glowing review. We appreciate your enthusiastic feedback about our happy hour, attentive servers, and our menu upgrades, particularly the queso fundido with corn tortillas, and quesa birria tacos. It's great to hear that you, a local, would recommend us to both residents and visitors. Your affirmation underlines the hard work we put in every day. We hope to serve you again in the future. Thanks again.",""
"Los Tres Amigos Farmington","Farmington","Gregory Bock","2026-01-30","5","Nery was very attentive, food was great.","Thank you for the compliment, Gregory. We're happy to hear that you enjoyed our food and found Nery to be attentive. Your feedback means a lot to us, and we hope you will visit us again for another great experience.",""
"Los Tres Amigos Farmington","Farmington","Melissa Gardner","2026-01-30","5","Nery is so kind! He was attentive and gave great service!","Thanks for your feedback, Melissa! We're delighted to hear you enjoyed the service from Nery. He is indeed a wonderful member of our team. Your support means a lot to us. We hope to serve you again soon.",""
"Los Tres Amigos Farmington","Farmington","Candace The Chameleon","2026-01-30","5","","Thanks for your review, Candace. We're glad that you enjoyed our offering. Your support means a lot to us. Looking forward to serving you again. Your satisfaction is our priority.",""
"Mi Lindo San Blas Lincoln Park","Lincoln Park","Kristal Grauman","2026-01-30","1","The food was cold and soggy and it was the worst I wish they would replace it the food","We're sorry to hear about your experience, Kristal. Our goal is to serve dishes that meet your expectations. We appreciate your feedback regarding the cold and soggy food. It allows us to improve our quality and service. Please email us at promotions@L3amigos.com so we can better assist you.",""
"Los Tres Amigos Northville","Northville","Lori Kmet","2026-01-30","5","Prompt friendly service.","Thank you so much for your review, Lori! We're elated to hear that you found our service to be prompt and congenial. This is what we continually strive for. We appreciate your support and look forward to serving you again soon.",""
"Los Tres Amigos Northville","Northville","Donald Fee","2026-01-30","3","","Thanks for your feedback, Donald. We always aim for swift quality service and tasty meals. It seems like we didn’t meet that mark with you. We would love to know how we could do better. Your input will surely help us improve. Thank you sincerely.",""
"Los Tres Amigos Northville","Northville","bamzz50","2026-01-30","5","The food and service were fantastic. Marvel our waiter treated us like we were vip. Also the chef they had today did amazing job it was better than the last time I was here.","Thanks for your feedback, bamzz50! Happy to know you enjoyed the food and had a great experience with our waiter, Marvel. We are always improving our dishes and it's great to see our efforts have not gone unnoticed. Looking forward to your next visit.",""
"Los Tres Amigos Northville","Northville","Liliana Licon-Hein","2026-01-30","5","Fresh and light enchiladas suizas. And amazing service from Marvel-very attentive. Cozy cuisine for a chilly day.","Thank you, Liliana! We're glad to hear that you enjoyed our enchiladas suizas and found the service amazing. Your feedback is appreciated and it's great that you felt cozy on a chilly day. We focus on making our food fresh and light, and it's always rewarding when we hear it from our guests. Can't wait for your next visit!",""
"Los Tres Amigos Jackson","Jackson","Will Yount","2026-01-31","4","","Thank you, Will, for sharing your positive experience. Your feedback truly warms our hearts and motivates us to maintain our high standards. We appreciate you choosing us and look forward to serving you again soon.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT25rMGNDMXhRbEZOVkVGVk5uVlZUVjlhU21wcU9VRRAB"
"Los Tres Amigos Holt","Holt","Denise Hayes","2026-01-31","5","The food was great and Zachary was awesome!!!","Thank you for your review, Denise! We're glad to know you enjoyed the food and that Zachary's service made your experience memorable. Your satisfaction is important to us and we value your feedback. Looking forward to serving you again.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2xSWmFHMVBZWEpxVm5KeWFVcGlRbWQwTWxkdmNsRRAB"
"Los Tres Amigos Holt","Holt","Jake Andrew Wyzywany","2026-01-31","5","","Thank you Jake for your positive review. We're grateful for your support and glad to hear you enjoyed our Mexican cuisine. Staying true to quality and authenticity is important to us. We appreciate your giving our restaurant a chance and are glad we didn't let you down. Looking forward to serving you soon.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2xoSVRGbFZTbWxFYlc4d0xXSlRRVGxYWDA5SVZHYxAB"
"Los Tres Amigos Holt","Holt","Travis McNamara","2026-01-31","5","","Thank you for the wonderful review, Travis. We appreciate your support and are thrilled that you enjoyed your experience with us. Your feedback is important to us as we strive to improve with each and every customer.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT25rNVVXODJWMlZCVTJ4QmVHOUxURTVtTURoSWJrRRAB"
"Los Tres Amigos Plymouth","Plymouth","Heather Milot","2026-01-31","5","What a wonderful dinner tonight at Los Tres Amigos in Plymouth! Emily, our waitress was so kind and brought us our delicious food
So quickly! Loved the buy 2 dinners for $19.99 and the elotes for an appetizer! Thanks Emily!!!!!","Thank you for the positive feedback, Heather! It's wonderful to know Emily provided great service and that the meal and special deal satisfied your taste buds. The elotes sure is a popular appetizer with our guests. We appreciate your patronage and look forward to your next visit.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2tSdGR6STNTMlF0VVRCVWJIcGpaRUZtYTFselVtYxAB"
"Los Tres Amigos Livonia","Livonia","AntHill AMG","2026-01-31","5","I encountered my first Robot 🤖 here😃😃

Wow, what a gem 💎. We normally lift weights in this area, we wanted some good Mexican food so we googled a couple places, we actually went to another small authentic Mexican restaurant but it was jammed packed, but I surely glad we kept driving and ended up here at Los Tres Amigos in Livonia, MI. As soon as we sat down we got greeted with fresh chips and salsa, and our enchiladas cane out quick as well! The food will fill you up and is very delicious and authentic as well👍🏽👍🏽

We are definitely coming back, and since this was the last day of “Dry January” I still wasn’t drinking alcohol but they had a nonalcoholic Corona that I enjoyed 😁","Thank you AntHill for your delightful feedback. We're pleased to hear we were able to meet your dining expectations with our prompt service and authentic cuisine. It's delightful to know you enjoyed our fresh chips, salsa, and enchiladas. We appreciate your decision to visit us again and look forward to serving you.",""
"Los Tres Amigos Lansing","Lansing","Zer0Health","2026-01-31","5","Great food, love happy hour prices for drinks! Fast service and wonderful staff 💜","Thank you for your positive feedback, Zer0Health. We are encouraged to hear you enjoyed our food and happy hour prices. We take pride in our efficient service and our team appreciates your acknowledgment. Looking forward to serving you again soon.",""
"Los Tres Amigos Lansing","Lansing","Kristen Casby","2026-01-31","5","Jorge was a very attentive and awesome server!","Thank you, Kristen! It's great to hear that you enjoyed your experience with us, especially the service provided by Jorge. We appreciate your kind feedback and we'll definitely share your positive comments with him. Feedback like yours helps us continue to provide the best possible service to our guests. Thank you for dining with us and we look forward to your next visit.",""
"Los Tres Amigos Canton","Canton","Michael","2026-01-31","5","Francisco was great!","Thank you Michael for your valuable review. We're delighted to know you enjoyed your visit and appreciated Francisco's service. Feedback like yours encourages our team to continue offering great experiences. We look forward to your next visit.",""
"Los Tres Amigos Farmington","Farmington","Grace Grelak","2026-01-31","5","","Thanks for the review, Grace! We are pleased to know you enjoyed your experience with us. We look forward to seeing you again soon for more delicious Mexican cuisine!",""
"Los Tres Amigos Farmington","Farmington","Sam Garin","2026-01-31","5","Aily was helpful and friendly and the food was great!","Thank you, Sam, for this lovely review. We're glad to hear Aily made your visit enjoyable and that you enjoyed our food. Your feedback helps us continue delivering top quality service and we thank you for your support. We hope to see you again soon!",""
"Los Tres Amigos Farmington","Farmington","Natasha M","2026-01-31","5","Great place. Vegetarian and Vegan menus. Thanks Aily!","Thank you, Natasha, for sharing your experience with us. We're happy you appreciate our vegetarian and vegan options! We're also grateful for your feedback and look forward to serving you again in the future.",""
"Los Tres Amigos Farmington","Farmington","Kayti Cook","2026-01-31","5","","Thank you, Kayti. We're so pleased to know you've had a wonderful dining experience with us. Your feedback truly made our day. It's always a pleasure to serve guests like you. See you again soon.",""
"Los Tres Amigos Farmington","Farmington","Amy Schiffman","2026-01-31","5","Nery was awesome","Thank you, Amy. We appreciate your feedback and are glad to hear Nery made your time enjoyable. Our staff aims to create the best experience for our guests. Your positive feedback goes a long way. Looking forward to serving you again soon.",""
"Los Tres Amigos Farmington","Farmington","Katrina Cummins","2026-01-31","5","Nery was very attentive and provided excellent service!","Thank you, Katrina! It's wonderful to hear about the excellent service you received from Nery. Our team always strives to provide attentive care for our customers. We appreciate your feedback and look forward to serving you again!",""
"Rio Luna Tacos & Tequila","Saginaw","Ricardo Cabrera","2026-01-31","5","(Translated by Google) Delicious food, fast and friendly service. Very welcoming dining room. Come to Rio Luna!

(Original)
Comida muy Rico, servicio rapido y amistoso. Comedor may amable  Venga a Rio Luna!","Thanks a lot, Ricardo! We're glad you enjoyed our delicious food and found our service to be quick and friendly. It's wonderful to hear you felt welcomed in our dining room. We truly appreciate your visit and feedback. Looking forward to seeing you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Connor Ainsworth","2026-01-31","5","Our server (I think it was Kadin) was astonishing. I don’t think I have ever had an experience as good as this. Would recommend.","Thank you, Connor. We're delighted to know that you had an amazing dining experience with us. Your recommendation means a lot and it's heartening to know Kadin could contribute positively to it. Excited to serve you more of our signature tacos and tequila in future visits. Thanks again!",""
"Rio Luna Tacos & Tequila","Saginaw","Abigail Zalis","2026-01-31","5","we had kaden as our server and he was amazing. the food was delicious and service was great!","Thank you Abigail for your feedback. We're glad to hear that Kaden helped create a memorable experience for you and you enjoyed the food. Our team strives to deliver great customer service and flavorsome meals. We intend on maintaining our standards to ensure satisfying experiences for our guests. Thank you again!",""
"Rio Luna Tacos & Tequila","Saginaw","Mackenzie Jackson","2026-01-31","5","Queso and food was amazing! Our server Kadin was so nice and attentive.","Thank you for your feedback, Mackenzie. We are delighted to hear that you enjoyed our queso and food. Our team, including Kadin, aims to provide attentive service at all times. We will share your compliments with him. Your review means a lot to us. We hope to serve you again soon.",""
"Los Tres Amigos West Jackson","Jackson","_","2026-01-31","5","The place was very clean. And Alex treated us very nice","Thank you for your shining review! We're glad to know that you found our establishment clean and that Alex treated you nicely. Your positive feedback boosts our team's morale. Looking forward to welcoming you for more wonderful experiences. Thanks once again!",""
"Los Tres Amigos Northville","Northville","Stacy McElwaney","2026-01-31","5","Manuel was very friendly and attentive. Always a great experience.","Thanks for the positive feedback, Stacy! It's great to know that you enjoyed your time with us, and found our staff member Manuel to be friendly and attentive. We always strive for swift service and an excellent experience for our guests. Appreciate your support, and we look forward to your next visit.",""
"Los Tres Amigos Northville","Northville","Olivia Bowler","2026-01-31","5","Awesome service, Marvel is awesome!","Thanks for the review, Olivia! We are always here to provide a top-notch service and it's great to hear that Marvel made your experience awesome. We appreciate your feedback and look forward to serving you again soon.",""
"Los Tres Amigos Northville","Northville","Monika Sulewska","2026-01-31","5","Marvel was great!","Thank you for the feedback, Monika. Your recognition for Marvel's service means a lot to us. We're privileged by your support and happy that you enjoyed your experience with us. We hope to serve you again soon.",""
"Los Tres Amigos Northville","Northville","Maria Rodriguez (Mabel)","2026-01-31","5","Love the tacos here! And Marvei is great.","Thank you for the wonderful feedback, Maria! We are delighted to hear that you enjoyed our tacos. It's always a pleasure to serve guests like you and Marvei will be elated to see your praise. We appreciate your support and look forward to serving you again soon.",""
"Los Tres Amigos Northville","Northville","Jamie Church","2026-01-31","5","","Thanks, Jamie! We're pleased to hear that you've enjoyed your experience with us. Your feedback is important and boosts our team morale to maintain our quality of service. Looking forward to serving you again soon!",""
"Los Tres Amigos Holt","Holt","Justin Monroe","2026-02-01","5","Natalie was great! Food was okay","Thank you, Justin, for your feedback. We're glad to hear that Natalie provided excellent service. We continually strive to improve our dishes and appreciate your thoughts about the food. Your comments are valuable to us and will help us improve our meals. Thanks for visiting us.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT205cE5GWmhWalpLYms5MGNuaDZTVkJRY3pkTVVHYxAB"
"Los Tres Amigos Holt","Holt","Grace Klemmer","2026-02-01","5","Natalie was such a great server and made the experience great. Fast service, clean environment, and decent food.","Thanks for your feedback, Grace. We appreciate you recognizing Natalie's service and we're glad you enjoyed the fast service and clean environment. We strive to keep improving, especially on our food quality. Your acknowledgement goes a long way. Thanks again for sharing your experience with us.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT20xMmIxQTRkbE0yUVZGNlJ6TndUVGR0UTFSSFEwRRAB"
"Los Tres Amigos Holt","Holt","Benjamin Van Oflen","2026-02-01","5","Zachary was Great. Very attentive service and a robot to being the food, the kids loved it!","We're so glad to hear that you and your family had a wonderful experience, Benjamin! Zachary will definitely appreciate your compliment. The robot delivering food certainly adds an exciting touch to our service. We hope the kids got a kick out of it! Your feedback is truly valued.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2toNVMwOVllbU5tWVZsbk9YSjBRMHhKWVdwNWFIYxAB"
"Los Tres Amigos Holt","Holt","Reagan Brock","2026-02-01","5","","Thank you for the review, Reagan! We truly appreciate your kind support. Our team aims to provide the best dining experience for you. It's fantastic to know you had a great time with us. Your positive feedback motivates us to continue serving tasty food in a welcoming ambiance. Looking forward to your next meal with us.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2tOYU1IYzFPV1ZvVUdONGFsTXpZbU5PVGpVMFpFRRAB"
"Los Tres Amigos Canton","Canton","Masako Ritch","2026-02-01","5","","Thank you, Masako, for your uplifting review. We appreciate your support and recognition. Your feedback provides us with the motivation to continue delivering the best possible service and cuisine. It's nice to know that our efforts are making a difference. Please visit us again soon.",""
"Los Tres Amigos Canton","Canton","Trina Boulter","2026-02-01","5","A great experience! Francisco was so attentive. Food was very good. They were busy yet timely eith everything. We'll be back!","Thank you, Trina! We are pleased to hear you had a great experience dining with us and found the service provided by Francisco to your liking. We aim to offer good food quickly, even during peak times. Happy to know we'll see you again soon. Your feedback is appreciated.",""
"Los Tres Amigos Canton","Canton","Laura Pilarski","2026-02-01","5","Our server, Francisco, was awesome!!! He was super fun. Our food was great. We will be back and we're asking for Francisco!!","Thank you, Laura. We're delighted to hear that your experience with us, especially with Francisco, was enjoyable. We appreciate your feedback on the food too. You've truly made our day by planning to visit again. Looking forward to serving you soon.",""
"Los Tres Amigos Canton","Canton","Addison Pilarski","2026-02-01","5","Our server Francisco was amazing and taught us Spanish!","We're delighted to know that you had such a good experience with Francisco. It's important for us to create a fun and enjoyable dining experience for our guests. Addison, we highly appreciate your feedback and are glad Francisco could enhance your visit! We hope to serve you again soon. Thank you!",""
"Los Tres Amigos Farmington","Farmington","Chris White","2026-02-01","5","Nery was great! And the food was yum","Thanks so much, Chris! It's wonderful to hear that Nery and our food made a good impression on you. Your feedback means a lot to us. We're glad we could provide a satisfying experience and look forward to seeing you again soon.",""
"Los Tres Amigos Farmington","Farmington","nakisha duncan","2026-02-01","5","We had Nerry as our server. Not only was he fast and efficient. He was kind and very attentive. If you have Nerry you will have the best experience. Can't wait to return. And the food was amazing. So good!!","Thank you, Nakisha, for your glowing review! We're so pleased to hear that you had a memorable dining experience with us, especially with Nerry serving you. Your recognition of his fast and attentive service makes us very happy. We also take great pride in our food and are thrilled that you found it to be amazing. Looking forward to serving you again soon.",""
"Los Tres Amigos Farmington","Farmington","Travis Hartwell","2026-02-01","5","Nery was amazing and is the best waiter I’ve ever had","Thanks for your feedback, Travis! We're delighted to hear you had a great experience with Nery. We aim to offer the best service for our patrons. We're humbled by your words and look forward to providing you a stellar experience in your future visits.",""
"Los Tres Amigos Farmington","Farmington","Kara Hartwell","2026-02-01","5","Nery was a great server. He was so kind and helpful","Thank you Kara for acknowledging our staff, especially Nery. It's great that you found his service commendable. We constantly strive to offer friendly and efficient service. We appreciate your feedback and look forward to your next visit.",""
"Los Tres Amigos Farmington","Farmington","Martin Knudsen","2026-02-01","5","nery was great tonight","Thank you Martin for sharing your experience. We're glad to hear that Nery made your night enjoyable. We always strive to provide fantastic service. Your feedback is greatly appreciated and will be passed along to our team. Looking forward to serving you again soon.",""
"Los Tres Amigos Farmington","Farmington","Katie miller","2026-02-01","5","","Thank you, Katie, for your wonderful review. We're so glad you enjoyed your experience. We appreciate your support and look forward to serving you again.

Note: The writing prompt is incorrectly structured as it asks to respond to a positive review but ends with instructions for handling a neutral or negative review including offering an email for further discussions, which is not relevant to a positive review situation.",""
"Los Tres Amigos Farmington","Farmington","Lily Grelak","2026-02-01","5","I love Los Amigos! They have delicious Mango margaritas and the vegetarian quesadillas were excellent! My waitress Aily was lovely :)","Thank you for your glowing review, Lily! We are overjoyed to hear that you enjoyed our mango margaritas and vegetarian quesadillas. It’s fantastic that Aily made your visit even better. We appreciate your support and look forward to serving you again soon!",""
"Los Tres Amigos Farmington","Farmington","Julia Grelak","2026-02-01","5","Aily was amazing! I highly recommend the restaurant, food and service!! Thank you!!","Thank you, Julia! We're pleased to know you enjoyed your experience with us and appreciate your recommendation. Aily will be glad to hear your positive feedback. We strive to provide wonderful food and service. Looking forward to serving you again soon.",""
"Los Tres Amigos Northville","Northville","Anne Marcovecchio","2026-02-01","5","Great service from Marvel!","Thank you so much, Anne. The team is delighted you enjoyed the great service delivered by Marvel. Such positive feedback motivates us to maintain the standard. Looking forward to serving you again soon.",""
"Los Tres Amigos Northville","Northville","Don","2026-02-01","5","Wife and i Stopped in for some appetizers and a drink. Sat at the bar, food was great, service was excellent. MARVEL was an exceptional server. We will be back again for a full dining experience. Thank you Marvel for a great evening","Thank you for your positive feedback, Don! We're glad to hear you and your wife enjoyed your appetizers and drinks. It's wonderful to hear that Marvel provided exceptional service, he'll be thrilled with your compliment. We're looking forward to your next visit for a full dining experience. Your feedback is highly appreciated!",""
"Los Tres Amigos Northville","Northville","Kaleb Allen","2026-02-01","5","Great food!!","Thank you, Kaleb! We're pleased to know you enjoyed our food. Your feedback is important and appreciated. We look forward continuing to provide you with great experiences in the future.",""
"Los Tres Amigos Northville","Northville","Nita Wolcott","2026-02-01","5","Great service from Marvel","We appreciate your review, Nita. Delivering great service is always our goal and we're elated to hear that Marvel met your expectations. Your feedback is valuable to us and we look forward to your next visit.",""
"Los Tres Amigos Holt","Holt","Pebble “Pebbles” Stone","2026-02-02","5","Zachary was a great waiter he was awesome thank you all made our visit awesome","Thank you for your review, Pebble! It's awesome to hear that Zachary made your dining experience memorable. We appreciate your feedback and are delighted to know you enjoyed your visit. It's our aim to provide the very best service and we're glad we hit the mark for you. Thanks again!","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT2pGdlZWRlRVREU1UWt0VmFsVlJWRFZIY214RVQwRRAB"
"Los Tres Amigos Lansing","Lansing","Lana Face","2026-02-02","5","Jorge is a wonderful server. He has a great personality and he is friendly, attentive, and has a good sense of humor. Food was good, JORGE IS GREAT!!!","Thank you for sharing your experience, Lana. We appreciate your recognition of Jorge's excellent service. Your comments about his personality and attention to detail truly made our day. We're also pleased to hear you enjoyed the food! We'll pass on your compliments to Jorge. We hope to see you again soon for another round of good food and great service.",""
"Los Tres Amigos Lansing","Lansing","Abby Kennaugh","2026-02-02","5","Loved our server Jorge! Great guy. Great time","Thank you, Abby, for the positive feedback. It's wonderful to know you had a great time. We value your acknowledgement about Jorge's service, which we strive to keep exceptional. We look forward to serving you a savory dining experience again soon.",""
"Casa Tequila Chicago","Chicago","Shalonda Clarke","2026-02-02","5","Their quesabirrias tacos were 🔥😋
and their frozen margaritas were good too. Very friendly service.  I can't wait to go back.","Thanks for the positive feedback, Shalonda! We're delighted to hear you enjoyed our quesabirrias tacos and frozen margaritas. Your acknowledgment of our friendly service means a lot to us. We appreciate your sentiment and look forward to seeing you again soon. Thank you for your support!",""
"Los Tres Amigos Owosso","Owosso","Danielle Bellows","2026-02-03","5","Absolutely love their food and the service is always outstanding. I don't think I've had salsa as good as theirs anywhere and the enchiladas tapatias are chef's kiss. Honestly more people should eat here because they are amazing.","Thank you, Danielle! We're delighted to hear your love for our food, particularly the enchiladas tapatias and salsa. Appreciation like yours motivates us to continually offer outstanding service and authentic dishes. We believe every dining experience should be just as you described. Looking forward to serving you again soon.","https://search.google.com/local/reviews?placeid=Ci9DQUlRQUNvZENodHljRjlvT21KdFl6RTFNVk01U1ZCVFpFeEhSVTVzU2poVVdGRRAB"
"Los Tres Amigos Canton","Canton","Olivia Morden","2026-02-03","5","love this place, I always come for the lunch specials. Such a good price for what you get, I’ll always come here instead of the Mexican Fiesta on Ford :)","Thank you, Olivia! We appreciate your loyalty and it means a lot that you prefer our lunch specials. We strive to provide great value and a wonderful experience. Looking forward to serving you again soon.",""
"Los Tres Amigos Canton","Canton","uma visai","2026-02-03","1","We have been going to this place for the past 20+ years. We have seen the change in management, change in food quality from good to average to good, and yesterday when we went it was really poor. I ordered a spinach enchilada with red sauce. They brought it out with green sauce, but then realized their mistake and changed it. My husband got a chicken enchilada but the chicken wasn’t cooked properly so he requested them to cook it thoroughly, but they offered another dish, and same mix up with the green and red sauce request.
NOW THE WORST PART!!! Since we did not have a good experience my husband did not give a tip. But when he checked his credit card statement today he noticed they have added a 20% tip without our authorization!!!! This is fraud and stealing!!!! Will not go there again and will definitely complain to better bureau of business!!","Hi there Uma, we are truly sorry for the inconvenience, however, we would like to speak to you about this situation properly. If you could send an email to advertising@l3amigos.com, we would love to figure out a way to compensate you or see if we can do something to bring you guys back! Our top priority is to give the best experience and something like this is out of the norm for us. Please contact us so that we can talk about the situation! And again, we are very sorry about the inconvenience!",""
"Los Tres Amigos Canton","Canton","Mike Telenko","2026-02-03","5","","Thank you for your review, Mike. We're pleased to know that our food and service made a positive impression. Your feedback helps us to continue providing high-quality experiences for our guests. We appreciate your support and look forward to serving you again soon.",""
"Los Tres Amigos Canton","Canton","aryan penumala","2026-02-03","3","chicken was dry and sides like rice and guacamole were hard","Thank you Aryan for sharing your feedback. We apologize that the chicken and sides didn't meet your expectations. Your comments provide guidance on how we can improve. Please contact us so we can make this right. Your satisfaction matters to us and we value your input.",""
"Los Tres Amigos Farmington","Farmington","paige perkins","2026-02-03","5","Nery was an impeccable server who made my time amazing!","Thank you for your review, Paigyne. We're pleased to hear that Nery contributed to your fantastic experience. Appreciating our team's hard work is so encouraging. We promise to maintain our high standards of service. Your feedback is invaluable. Look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Mary-Elizabeth Wheeldon","2026-02-03","5","Liv was a wonderful  and friendly waitress. She was attentive and fun. The food was delicious!! We'll definitely be back!","Thank you for your thoughtful review, Mary-Elizabeth. We're overjoyed to hear that Liv added a dash of fun to your dining experience and that our food did not disappoint. We appreciate your feedback and look forward to serving you again.",""
"Rio Luna Tacos & Tequila","Saginaw","Pastasia Stitt","2026-02-03","5","Liv was amazing! She is so sweet and made sure everything came on time even though she was the only waitress!","Thank you for your feedback, Pastasia! We're glad to hear that Liv took good care of you and ensured your food arrived promptly despite being the only waitress on duty. We strive to provide the best service and your words make it all worthwhile. We hope to serve you again in the future.",""
"Rio Luna Tacos & Tequila","Saginaw","Jeff Smith","2026-02-03","5","Liv is the BEST!!!  So friendly and personable.
The seafood corn chowder was delicious too!","Thank you so much Jeff! We're glad you enjoyed the seafood corn chowder and found Liv to be personable and friendly. We always aim to provide the best service for our valued customers. We look forward to serving you again in the future.",""
"Rio Luna Tacos & Tequila","Saginaw","Scott Wheeldon","2026-02-03","5","Liv was great. Super friendly and attentive.","Thank you for your review, Scott. We are pleased to know you found Liv to be friendly and attentive, just as we strive to be. We appreciate the feedback and it's encouraging to know our efforts are recognized by our valued guests like you. Thanks again and we look forward to serving you in the future.",""
"Rio Luna Tacos & Tequila","Saginaw","Jeanine McGowan","2026-02-03","5","LIV did a wonderful job serving","Thank you, Jeanine, for your generous feedback. We're glad to hear that LIV's service made a positive impression on you. We aim to keep providing memorable experiences like this one. Your feedback means a lot to us. Thank you again.",""
"Rio Luna Tacos & Tequila","Saginaw","Marysue Nichols","2026-02-03","5","Very friendly, warm and efficient.","Thank you, Marysue! We're ecstatic to hear that our friendly and efficient service left a positive impression on you. Your kind review affirms the hard work we put in every day. We appreciate your support and look forward to serving you again soon.",""
"Rio Luna Tacos & Tequila","Saginaw","Chelsea Perez","2026-02-03","5","","Thank you, Chelsea! We appreciate your positive feedback. It's fantastic to hear you enjoyed your visit and we're looking forward to providing you with more delicious tacos and tequila in the future. All our best.",""
"Rio Luna Tacos & Tequila","Saginaw","Elisné Pérez","2026-02-03","5","Amazing food,staff was friendly and attentive
Would definitely comeback!","Thank you so much, Elisné! We truly appreciate your appreciation for our food and staff. Your positive feedback makes our day. We look forward to serving up more of your favorites on your next visit.",""
"Los Tres Amigos Northville","Northville","Veda","2026-02-03","5","We've gone a few times now. Jorge and Marvel were excellent hosts! The food was amazing. Check this place out when you can!","We truly appreciate your glowing review, Veda! It's great to hear that Jorge and Marvel made a positive impression, and you thoroughly enjoyed our food. We strive to provide excellent service and authentic cuisine. Thanks for your support, and we look forward to your future visits.",""
"Los Tres Amigos Northville","Northville","Eric Shields","2026-02-03","5","Darvin was great!","Thank you Eric for sharing your experience. We are pleased to hear that Darvin made your visit pleasant. Your appreciation means a lot to our team. We always aim to offer a memorable experience to all our valued guests. We look forward to serving you again.",""
"Los Tres Amigos Northville","Northville","Eliana Preciado","2026-02-03","5","","Thank you, Eliana, for sharing your positive experience with us. We appreciate your support and are happy to know you enjoyed our Mexican cuisine. Your feedback is essential to us. Looking forward to bringing you more memorable food experiences in the future.",""
"Los Tres Amigos Northville","Northville","Logan Neaton","2026-02-03","5","","Thank you, Logan, for sharing your experience. We're happy to hear you enjoyed our Mexican cuisine. Your feedback means a lot. We appreciate you and are looking forward to serving you again soon. We're always here to provide a great dining experience.",""
